record_id,entity_type,entity_id,issuer_id,legal_entity_id,plant_id,group_id,name,layer,registration_source,source_url,query_date,record_status,double_count_key,double_count_rule,aggregation_policy,product_scope,notes
frozen:l2-twse-2231,issuer,issuer:TW:2231,issuer:TW:2231,-,-,-,為升,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2231,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2233,issuer,issuer:TW:2233,issuer:TW:2233,-,-,-,宇隆,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2233,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2236,issuer,issuer:TW:2236,issuer:TW:2236,-,-,-,百達-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2236,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2237,issuer,issuer:TW:2237,issuer:TW:2237,-,-,-,華德動能-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2237,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2239,issuer,issuer:TW:2239,issuer:TW:2239,-,-,-,英利-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2239,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2241,issuer,issuer:TW:2241,issuer:TW:2241,-,-,-,艾姆勒,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2241,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2243,issuer,issuer:TW:2243,issuer:TW:2243,-,-,-,宏旭-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2243,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2247,issuer,issuer:TW:2247,issuer:TW:2247,-,-,-,汎德永業,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2247,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2248,issuer,issuer:TW:2248,issuer:TW:2248,-,-,-,華勝-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2248,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2250,issuer,issuer:TW:2250,issuer:TW:2250,-,-,-,IKKA-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2250,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2254,issuer,issuer:TW:2254,issuer:TW:2254,-,-,-,巨鎧精密-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2254,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2258,issuer,issuer:TW:2258,issuer:TW:2258,-,-,-,鴻華先進-創,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2258,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2301,issuer,issuer:TW:2301,issuer:TW:2301,-,-,-,光寶科,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2301,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2302,issuer,issuer:TW:2302,issuer:TW:2302,-,-,-,麗正,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2302,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2303,issuer,issuer:TW:2303,issuer:TW:2303,-,-,-,聯電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2303,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2305,issuer,issuer:TW:2305,issuer:TW:2305,-,-,-,全友,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2305,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2308,issuer,issuer:TW:2308,issuer:TW:2308,-,-,-,台達電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2308,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2312,issuer,issuer:TW:2312,issuer:TW:2312,-,-,-,金寶,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2312,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2313,issuer,issuer:TW:2313,issuer:TW:2313,-,-,-,華通,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2313,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2314,issuer,issuer:TW:2314,issuer:TW:2314,-,-,-,台揚,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2314,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2316,issuer,issuer:TW:2316,issuer:TW:2316,-,-,-,楠梓電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2316,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2317,issuer,issuer:TW:2317,issuer:TW:2317,-,-,-,鴻海,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2317,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2321,issuer,issuer:TW:2321,issuer:TW:2321,-,-,-,東訊,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2321,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2323,issuer,issuer:TW:2323,issuer:TW:2323,-,-,-,中環,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2323,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2324,issuer,issuer:TW:2324,issuer:TW:2324,-,-,-,仁寶,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2324,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2327,issuer,issuer:TW:2327,issuer:TW:2327,-,-,-,國巨*,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2327,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2328,issuer,issuer:TW:2328,issuer:TW:2328,-,-,-,廣宇,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2328,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2329,issuer,issuer:TW:2329,issuer:TW:2329,-,-,-,華泰,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2329,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2330,issuer,issuer:TW:2330,issuer:TW:2330,-,-,-,台積電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2330,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2331,issuer,issuer:TW:2331,issuer:TW:2331,-,-,-,精英,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2331,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2332,issuer,issuer:TW:2332,issuer:TW:2332,-,-,-,友訊,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2332,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2337,issuer,issuer:TW:2337,issuer:TW:2337,-,-,-,旺宏,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2337,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2338,issuer,issuer:TW:2338,issuer:TW:2338,-,-,-,光罩,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2338,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2340,issuer,issuer:TW:2340,issuer:TW:2340,-,-,-,台亞,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2340,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2342,issuer,issuer:TW:2342,issuer:TW:2342,-,-,-,茂矽,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2342,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2344,issuer,issuer:TW:2344,issuer:TW:2344,-,-,-,華邦電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2344,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2345,issuer,issuer:TW:2345,issuer:TW:2345,-,-,-,智邦,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2345,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2347,issuer,issuer:TW:2347,issuer:TW:2347,-,-,-,聯強,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2347,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2348,issuer,issuer:TW:2348,issuer:TW:2348,-,-,-,海悅,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2348,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2349,issuer,issuer:TW:2349,issuer:TW:2349,-,-,-,錸德,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2349,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2351,issuer,issuer:TW:2351,issuer:TW:2351,-,-,-,順德,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2351,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2352,issuer,issuer:TW:2352,issuer:TW:2352,-,-,-,佳世達,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2352,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2353,issuer,issuer:TW:2353,issuer:TW:2353,-,-,-,宏碁,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2353,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2354,issuer,issuer:TW:2354,issuer:TW:2354,-,-,-,鴻準,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2354,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2355,issuer,issuer:TW:2355,issuer:TW:2355,-,-,-,敬鵬,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2355,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2356,issuer,issuer:TW:2356,issuer:TW:2356,-,-,-,英業達,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2356,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2357,issuer,issuer:TW:2357,issuer:TW:2357,-,-,-,華碩,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2357,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2359,issuer,issuer:TW:2359,issuer:TW:2359,-,-,-,所羅門,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2359,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2360,issuer,issuer:TW:2360,issuer:TW:2360,-,-,-,致茂,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2360,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2362,issuer,issuer:TW:2362,issuer:TW:2362,-,-,-,藍天,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2362,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2363,issuer,issuer:TW:2363,issuer:TW:2363,-,-,-,矽統,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2363,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2364,issuer,issuer:TW:2364,issuer:TW:2364,-,-,-,倫飛,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2364,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2365,issuer,issuer:TW:2365,issuer:TW:2365,-,-,-,昆盈,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2365,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2367,issuer,issuer:TW:2367,issuer:TW:2367,-,-,-,燿華,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2367,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2368,issuer,issuer:TW:2368,issuer:TW:2368,-,-,-,金像電,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2368,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2369,issuer,issuer:TW:2369,issuer:TW:2369,-,-,-,菱生,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2369,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2371,issuer,issuer:TW:2371,issuer:TW:2371,-,-,-,大同,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2371,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2373,issuer,issuer:TW:2373,issuer:TW:2373,-,-,-,震旦行,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2373,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2374,issuer,issuer:TW:2374,issuer:TW:2374,-,-,-,佳能,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2374,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2375,issuer,issuer:TW:2375,issuer:TW:2375,-,-,-,凱美,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2375,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2376,issuer,issuer:TW:2376,issuer:TW:2376,-,-,-,技嘉,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2376,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
frozen:l2-twse-2377,issuer,issuer:TW:2377,issuer:TW:2377,-,-,-,微星,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,已冻结,l2:TWSE:2377,无,不适用,L2 台湾上市/上柜发行人机械母集；不含兴柜；不证明 PCB 主营或中国大陆产能,H1 人闸批准 2026-08-28 TWSE+TPEx 快照；仅冻结发行人母集身份。
